PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Wilke, CO				Wilke, CO			Quasispecies theory in the context of population genetics	BMC EVOLUTIONARY BIOLOGY																	Wilke, Claus O./B-4643-2008	Wilke, Claus/0000-0002-7470-9261													1471-2148					AUG 17	2005	5								44	10.1186/1471-2148-5-44	http://dx.doi.org/10.1186/1471-2148-5-44								16107214					WOS:000231877700001
J	Clark, AG; Otto, SP				Clark, AG; Otto, SP			Genomes and evolution - Population genetics and molecular evolution of whole genomes - Editorial overview	CURRENT OPINION IN GENETICS & DEVELOPMENT																	Otto, Sarah Perin/K-5625-2012	Otto, Sarah Perin/0000-0003-3042-0818; Clark, Andrew/0000-0001-7159-8511													0959-437X					DEC	2002	12	6					631	633		10.1016/S0959-437X(02)00362-3	http://dx.doi.org/10.1016/S0959-437X(02)00362-3								12433574					WOS:000179003900001
S	Stanley, J; Desai, M; Efstratiou, A; George, R		Horaud, T; Bouvet, A; Leclercq, R; deMontclos, H; Sicard, M		Stanley, J; Desai, M; Efstratiou, A; George, R			High-resolution genotyping of Streptococcus pyogenes - Application to outbreak studies and population genetics	STREPTOCOCCI AND THE HOST	Advances in Experimental Medicine and Biology				XIII Lancefield International Symposium on Streptococci and Streptococcal Diseases	SEP 16-20, 1996	INST PASTEUR, PARIS, FRANCE	Inst Pasteur, Abbott Labs, Assoc Enseignement Odontol & Stomatol, bioMerieux, Bristol Meyers Squibb Co, CNRS, Federat European Microbiol Soc, Fdn Marcel Merieux, GenProbe, Grp Danone, Inst Sci Roussel, Int Lancefield Soc, Int Sci Fdn, Pasteur Merieux MSD, Pharmacia & Upjohn, Rhone Poulenc Rorer, Rhone Poulene Rorer, Ctr Rech Vitry Alfortville, France, Rhone Poulenc Rorer Bellon, France, Rhone Poulenc Rorer Specia, France, Sanofi Diagnost Pasteur, France, SmithKline Beecham Labs Pharm, France, Wyeth Ayerst, Lederle Int, US, Yamanouchi Pharm, Japan	INST PASTEUR																						0065-2598		0-306-45603-6				1997	418						313	316											9331659					WOS:A1997BJ94C00075
J	WEISS, KM; AHN, YI; VALDEZ, R; REDDY, AP				WEISS, KM; AHN, YI; VALDEZ, R; REDDY, AP			POPULATION-GENETICS OF THE APOLIPOPROTEIN AI-CIII-AIV GENE-CLUSTER IN MAYAN INDIANS	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY																		Valdez, Rodolfo/0000-0001-9979-3140													0002-9483					FEB	1990	81	2					315	315																WOS:A1990CQ19800406
B	Balkenhol, N; Cushman, SA; Storfer, A; Waits, LP		Balkenhol, N; Cushman, SA; Storfer, AT; Waits, LP		Balkenhol, Niko; Cushman, Samuel A.; Storfer, Andrew; Waits, Lisette P.			INTRODUCTION TO LANDSCAPE GENETICS - CONCEPTS, METHODS, APPLICATIONS	LANDSCAPE GENETICS: CONCEPTS, METHODS, APPLICATIONS																		Waits, Lisette/0000-0002-1323-0812															978-1-118-52529-6; 978-1-118-52525-8; 978-1-118-52528-9				2016							1	7				10.1002/9781118525258												WOS:000468396500001
J	Wolujewicz, M; Kaushal, R; Wang, N; Sun, G; Lutkenhoff, E; McGarvey, ST; Jin, L; Chakraborty, R; Deka, R				Wolujewicz, M; Kaushal, R; Wang, N; Sun, G; Lutkenhoff, E; McGarvey, ST; Jin, L; Chakraborty, R; Deka, R			Population genetics of the angiotensin-1 converting enzyme (ACE) locus in global populations.	AMERICAN JOURNAL OF HUMAN GENETICS					52nd Annual Meeting of the American-Society-of-Human-Genetics	OCT 15-19, 2002	BALTIMORE, MARYLAND	Amer Soc Human Genet, NICHHD, NCI, NIMH, Affymetrix Inc, Gentra Syst, NIDCD									McGarvey, Stephen T/I-1788-2014	McGarvey, Stephen T/0000-0003-1233-6970													0002-9297					OCT	2002	71	4		S		1113	362	362																WOS:000178025801110
J	TAVARE, S				TAVARE, S			LINE-OF-DESCENT AND GENEALOGICAL PROCESSES, AND THEIR APPLICATIONS IN POPULATION-GENETICS MODELS	THEORETICAL POPULATION BIOLOGY																															0040-5809	1096-0325					1984	26	2					119	164		10.1016/0040-5809(84)90027-3	http://dx.doi.org/10.1016/0040-5809(84)90027-3								6505980					WOS:A1984TS33000001
J	HOENIGSBERG, HF; DENAVAS, YG				HOENIGSBERG, HF; DENAVAS, YG			POPULATION-GENETICS IN THE AMERICAN TROPICS .1. CONCEALED RECESSIVES IN DIFFERENT BIOCLIMATIC REGIONS	EVOLUTION																															0014-3820						1965	19	4					506	513		10.1111/j.1558-5646.1965.tb03326.x	http://dx.doi.org/10.1111/j.1558-5646.1965.tb03326.x													WOS:A1965CLA4400006
J	Sharakhova, M; Antonio-Nkondjio, C; Xia, A; Ndo, C; Awono-Ambene, P; Simard, F; Sharakhov, I				Sharakhova, Maria; Antonio-Nkondjio, Christophe; Xia, Ai; Ndo, Cyrille; Awono-Ambene, Parfait; Simard, Frederic; Sharakhov, Igor			CYTOGENETIC MAP FOR ANOPHELES NILI: APPLICATION FOR POPULATION GENETICS AND COMPARATIVE PHYSICAL MAPPING	AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE					59th Annual Meeting of the American-Society-of-Tropical-Medicine-and-Hygiene (ASTMH)	NOV 03-07, 2010	Atlanta, GA	Amer Soc Trop Med & Hyg (ASTMH)									Frederic, SIMARD/AFV-5001-2022; Sharakhov, Igor/B-1972-2008; SIMARD, Frederic/J-9489-2016	Frederic, SIMARD/0000-0002-2871-5329; Sharakhov, Igor/0000-0003-0752-3747; SIMARD, Frederic/0000-0002-2871-5329													0002-9637					NOV	2010	83	5		S		865	258	258																WOS:000295819701233
J	Aitman, TJ; Cooper, LD; Norsworthy, PJ; Wahid, FN; Gray, JK; Curtis, BR; McKeigue, PM; Kwiatkowski, D; Greenwood, BM; Snow, RW; Hill, AV; Scott, J				Aitman, TJ; Cooper, LD; Norsworthy, PJ; Wahid, FN; Gray, JK; Curtis, BR; McKeigue, PM; Kwiatkowski, D; Greenwood, BM; Snow, RW; Hill, AV; Scott, J			Population genetics - Malaria susceptibility and CD36 mutation	NATURE																	Curtis, Brian R/AAT-7861-2020; Snow, Robert William/AFR-1436-2022; HILL, Adrian V>S>/C-1306-2008	Snow, Robert William/0000-0003-3725-6088; Kwiatkowski, Dominic/0000-0002-5023-0176; Aitman, Timothy/0000-0002-7875-4502; Norsworthy, Penny/0000-0002-5572-8491													0028-0836	1476-4687				JUN 29	2000	405	6790					1015	1016		10.1038/35016636	http://dx.doi.org/10.1038/35016636								10890433					WOS:000087871700033
J	Cole, R; Viney, M				Cole, Rebecca; Viney, Mark			The population genetics of parasitic nematodes of wild animals (vol 11, 590, 2018)	PARASITES & VECTORS																															1756-3305					OCT 9	2019	12	1							468	10.1186/s13071-019-3731-1	http://dx.doi.org/10.1186/s13071-019-3731-1								31597559					WOS:000496250800003
J	Pandey, R				Pandey, Ranjita			Information Geometry and Population Genetics: The Mathematical Structure of the Wright-Fisher Model	CANADIAN STUDIES IN POPULATION																															0380-1489					SPR-SUM	2018	45	1-2			SI		93	94																WOS:000445811800015
J	Mayher, JM; Corruccini, RS; Reddy, VR				Mayher, JM; Corruccini, RS; Reddy, VR			A comparison of anthroposcopic and serological approaches to South Asian human population genetics	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY																															0002-9483						2006				42			127	127																WOS:000235661100299
J	PETERSEN, GM; LIM, JST; ROY, C; CANTOR, RM; KABACK, MM				PETERSEN, GM; LIM, JST; ROY, C; CANTOR, RM; KABACK, MM			POPULATION-GENETICS OF PARTIAL HEXOSAMINIDASE DEFICIENCY (PHD) IN JEWS AND NON-JEWS (NJ)	CLINICAL RESEARCH																															0009-9279						1983	31	1					A111	A111																WOS:A1983PU88600660
J	WASSERMANN, GD				WASSERMANN, GD			TESTABILITY OF ROLE OF NATURAL-SELECTION WITHIN THEORIES OF POPULATION-GENETICS AND EVOLUTION	BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE																															0007-0882	1464-3537					1978	29	3					223	242		10.1093/bjps/29.3.223	http://dx.doi.org/10.1093/bjps/29.3.223													WOS:A1978FQ30500002
J	KOSA, F				KOSA, F			POPULATION-GENETICS AND BODY LENGTH DETERMINATION ON BASIS OF MEASUREMENTS OF FETAL LIMBS	KRIMINALISTIK UND FORENSISCHE WISSENSCHAFTEN																															0023-4702						1975		17					59	74																WOS:A1975BZ31200006
J	Fernandez-Vina, M; Zhao, WC; Guerrero, E; Cano, P				Fernandez-Vina, Marcelo; Zhao, Weicheng; Guerrero, Edward; Cano, Pedro			Population genetics of HLA SNPs in biologically irrelevant coding segments not typed routinely	HUMAN IMMUNOLOGY					33rd Annual Meeting of the American-Society-for-Histocompatibility-and-Immunogenetics	OCT 08-12, 2007	Minneapolis, MN	Amer Soc Histocompatibil & Immunogenet																							0198-8859						2007	68			1			S59	S59		10.1016/j.humimm.2007.08.111	http://dx.doi.org/10.1016/j.humimm.2007.08.111													WOS:000249930500101
J	Kolmer, J; Grabowski, M				Kolmer, J.; Grabowski, M.			Population genetics of the wheat leaf rust fungus, Puccinia triticina in Central Asia	PHYTOPATHOLOGY																															0031-949X					JUN	2006	96	6		S			S62	S62																WOS:000202991500397
J	TRIGGS, SJ				TRIGGS, SJ			POPULATION-GENETICS OF THE BRUSHTAIL POSSUM TRICHOSURUS-VULPECULA (MARSUPIALIA, PHALANGERIDAE) IN SOUTHEASTERN AUSTRALIA	AUSTRALIAN JOURNAL OF ZOOLOGY																															0004-959X						1990	37	5					545	551																WOS:A1990CW54300004
J	MORROW, GJ; SAWYER, S				MORROW, GJ; SAWYER, S			LARGE DEVIATION RESULTS FOR A CLASS OF MARKOV-CHAINS ARISING FROM POPULATION-GENETICS	ANNALS OF PROBABILITY																															0091-1798					JUL	1989	17	3					1124	1146		10.1214/aop/1176991260	http://dx.doi.org/10.1214/aop/1176991260													WOS:A1989AR79300014
J	HOPPE, FM				HOPPE, FM			THE SAMPLING THEORY OF NEUTRAL ALLELES AND AN URN MODEL IN POPULATION-GENETICS	JOURNAL OF MATHEMATICAL BIOLOGY																															0303-6812						1987	25	2					123	159		10.1007/BF00276386	http://dx.doi.org/10.1007/BF00276386								3611978					WOS:A1987H904200002
C	LYMBERY, AJ; TIBAYRENC, M		Thompson, RCA; Reynoldson, JA; Lymbery, AJ		LYMBERY, AJ; TIBAYRENC, M			DISCUSSANTS REPORT - POPULATION-GENETICS AND SYSTEMATICS - HOW MANY SPECIES OF GIARDIA ARE THERE	GIARDIA: FROM MOLECULES TO DISEASE					2nd International Meeting on Giardia: From Molecules to Disease and Beyond	1992	FREMANTLE, AUSTRALIA										Tibayrenc, Michel/AAY-7494-2021; Lymbery, Alan/H-3096-2019	Lymbery, Alan/0000-0002-0542-3446															0-85198-840-7				1994							71	79																WOS:A1994BA65F00004
J	SKIBINSKI, DOF; BEARDMORE, JA; CROSS, TF				SKIBINSKI, DOF; BEARDMORE, JA; CROSS, TF			ASPECTS OF THE POPULATION-GENETICS OF MYTILUS (MYTILIDAE, MOLLUSCA) IN THE BRITISH-ISLES	BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY																		SKIBINSKI, David/0000-0003-4077-6236													0024-4066	1095-8312					1983	19	2					137	183		10.1111/j.1095-8312.1983.tb00782.x	http://dx.doi.org/10.1111/j.1095-8312.1983.tb00782.x													WOS:A1983QP08800004
J	MODE, CJ				MODE, CJ			SOME MULTI-DIMENSIONAL BIRTH AND DEATH PROCESSES AND THEIR APPLICATIONS IN POPULATION GENETICS	BIOMETRICS																															0006-341X						1962	18	4					543	&		10.2307/2527901	http://dx.doi.org/10.2307/2527901													WOS:A19627264A00037
J	Ma, X; Cao, XF				Ma, Xuan; Cao, Xiaofeng			Cotton variant genomes-a breakthrough in population genetics analysis	SCIENCE CHINA-LIFE SCIENCES																															1674-7305	1869-1889				JUL	2018	61	7					869	870		10.1007/s11427-018-9326-4	http://dx.doi.org/10.1007/s11427-018-9326-4								29934918					WOS:000438465700019
J	PRESENTEY, B; JOSHUA, H				PRESENTEY, B; JOSHUA, H			PEROXIDASE AND PHOSPHOLIPID DEFICIENCY IN HUMAN EOSINOPHILIC GRANULOCYTES - A MARKER IN POPULATION-GENETICS	EXPERIENTIA																															0014-4754						1982	38	5					628	629		10.1007/BF02327088	http://dx.doi.org/10.1007/BF02327088								6178618					WOS:A1982NR71600059
J	NAGASAWA, M; MARUYAMA, T				NAGASAWA, M; MARUYAMA, T			APPLICATION OF TIME-REVERSAL OF MARKOV-PROCESSES TO A PROBLEM OF POPULATION-GENETICS	ADVANCES IN APPLIED PROBABILITY																															0001-8678						1979	11	3					457	478		10.2307/1426949	http://dx.doi.org/10.2307/1426949													WOS:A1979HG13300001
J	Pour, MS; Al-Jeloo, N; Merriwether, DA				Pour, Michel Shamoon; Al-Jeloo, Nicholas; Merriwether, D. Andrew			Reconstructing the Population Genetics of Hakkari Mountains: A mtDNA Study of Assyrian Highlanders	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY					85th Annual Meeting of the American-Association-of-Physical-Anthropologists	APR 13-16, 2016	Atlanta, GA	Amer Assoc Phys Anthropologists																							0002-9483	1096-8644				MAR	2016	159			62			288	288																WOS:000371255202214
J	KOEHN, RK; TURANO, FJ; MITTON, JB				KOEHN, RK; TURANO, FJ; MITTON, JB			POPULATION GENETICS OF MARINE PELECYPODS .2. GENETIC DIFFERENCES IN MICROHABITATS OF MODIOLUS-DEMISSUS	EVOLUTION																															0014-3820						1973	27	1					100	105		10.1111/j.1558-5646.1973.tb05921.x	http://dx.doi.org/10.1111/j.1558-5646.1973.tb05921.x								28563672					WOS:A1973P201000009
J	GEDDA, L; BRENCI, G				GEDDA, L; BRENCI, G			HEREDITY OF BIOLOGICAL TIME AND POPULATION GENETICS - DIABETES, LUPUS ERYTHEMATOSUS, AND PEPTIC ULCER	ACTA GENETICAE MEDICAE ET GEMELLOLOGIAE																															0001-5660						1970	19	4					493	&		10.1017/S1120962300014530	http://dx.doi.org/10.1017/S1120962300014530								5512526					WOS:A1970I366100001
J	Petersen, JL; Ibarra, AM; May, B				Petersen, Jessica L.; Ibarra, Ana Maria; May, Bernie			A tale of two coasts: Population genetics of the Pacific lion-paw scallop	JOURNAL OF SHELLFISH RESEARCH																															0730-8000					AUG	2008	27	4					1040	1041																WOS:000258566000239
J	Donovan-Banfield, I; Gloria-Soria, A; Powell, JR; Redmond, SN				Donovan-Banfield, I'ah; Gloria-Soria, Andrea; Powell, Jeffrey R.; Redmond, Seth N.			AN AMPLICON SEQUENCING PANEL ENABLES LOW-COST POPULATION GENETICS STUDIES IN AEDES AEGYPTI	AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE																															0002-9637	1476-1645				NOV	2021	105	5		5		1397	447	447																WOS:000778105603488
J	Baud, A; Potin, P; Destombe, C; Valero, M				Baud, Aurelien; Potin, Philippe; Destombe, Christophe; Valero, Myriam			BIOLOGICAL AND GENETIC BASES OF PALMARIA PALMATA DOMESTICATION	PHYCOLOGIA																															0031-8884	2330-2968				JUL 1	2021	60			1	SI		20	21																WOS:000682342700046
J	Arbour, L; Boyer, B; Burke, W; Collins, S; Greenberg, CR; Hegele, R; Koeller, D; Mala, T; Sinclair, G; Vallance, H				Arbour, L.; Boyer, B.; Burke, W.; Collins, S.; Greenberg, C. R.; Hegele, R.; Koeller, D.; Mala, T.; Sinclair, G.; Vallance, H.			POPULATION GENETICS-CPT1A P479L IN THE NORTH: RISK FACTOR, PROTECTIVE FACTOR, OR BOTH ?	INTERNATIONAL JOURNAL OF CIRCUMPOLAR HEALTH																	Hegele, Robert/AAF-6482-2020	Hegele, Robert/0000-0003-2861-5325													1239-9736	2242-3982					2010	69			7			186	186																WOS:000471812300176
J	Zabetian, CP; Gelernter, J; Kranzler, HR; Cubells, JF				Zabetian, CP; Gelernter, J; Kranzler, HR; Cubells, JF			Cytochrome P450 2A6 (CYP2A6): a population genetics study using a new genotyping approach.	AMERICAN JOURNAL OF HUMAN GENETICS																	Cubells, Joe F./V-2543-2018; kranzler, henry/AAS-1113-2020	kranzler, henry/0000-0002-1018-0450													0002-9297					OCT	1999	65	4		S		2456	A433	A433																WOS:000082879802456
J	Bohonak, AJ; Davies, N; Roderick, GK; Villablanca, FX				Bohonak, AJ; Davies, N; Roderick, GK; Villablanca, FX			Is population genetics mired in the past?	TRENDS IN ECOLOGY & EVOLUTION																	Davies, Neil/E-5863-2012	Davies, Neil/0000-0001-8085-5014; Roderick, George/0000-0001-7557-2415													0169-5347					SEP	1998	13	9					360	360		10.1016/S0169-5347(98)01422-0	http://dx.doi.org/10.1016/S0169-5347(98)01422-0								21238343					WOS:000075606400007
J	ROMERO, FC; URBANEK, M; GOLDMAN, D; LONG, JC				ROMERO, FC; URBANEK, M; GOLDMAN, D; LONG, JC			POPULATION-GENETICS OF ATHABASCAN-SPEAKING POPULATIONS IN INTERIOR ALASKA AND THE AMERICAN SOUTHWEST	AMERICAN JOURNAL OF HUMAN GENETICS																															0002-9297					OCT	1995	57	4		S			975	975																WOS:A1995RW68700977
J	KLASEN, EC; FRANKEN, C; VOLKERS, WS; BERNINI, LF				KLASEN, EC; FRANKEN, C; VOLKERS, WS; BERNINI, LF			POPULATION-GENETICS OF ALPHA1-ANTITRYPSIN IN NETHERLANDS - DESCRIPTION OF A NEW ELECTROPHORETIC VARIANT	HUMAN GENETICS																															0340-6717						1977	37	3					303	313		10.1007/BF00393613	http://dx.doi.org/10.1007/BF00393613								301850					WOS:A1977DP95400009
J	HOENIGSBERG, HF; CASTRO, LE; DESANABR.GR				HOENIGSBERG, HF; CASTRO, LE; DESANABR.GR			POPULATION GENETICS IN AMERICAN TROPICS .8. COURTSHIP ISOLATION WITHIN DROSOPHILA-PAULISTORUM INCIPIENT SPECIES	GENETICA																															0016-6707	1573-6857					1973	44	1					39	54		10.1007/BF00155959	http://dx.doi.org/10.1007/BF00155959													WOS:A1973P371600005
J	Rossi, P				Rossi, Paolo			Reply to comments on "Surname distribution in population genetics and in statistical physics"	PHYSICS OF LIFE REVIEWS																															1571-0645	1873-1457				DEC	2013	10	4					426	427		10.1016/j.plrev.2013.10.001	http://dx.doi.org/10.1016/j.plrev.2013.10.001													WOS:000328661500007
J	Tsang, RSW				Tsang, Raymond S. W.			Serotyping and population genetics of invasive Haemophilus influenzae	JOURNAL OF CLINICAL MICROBIOLOGY																															0095-1137					MAR	2008	46	3					1159	1159		10.1128/JCM.02166-07	http://dx.doi.org/10.1128/JCM.02166-07								18326837					WOS:000254059800063
J	EDWARDS, JH				EDWARDS, JH			THE POPULATION-GENETICS OF DUCHENNE - NATURAL AND ARTIFICIAL SELECTION IN DUCHENNE MUSCULAR-DYSTROPHY	JOURNAL OF MEDICAL GENETICS																															0022-2593					DEC	1986	23	6					521	530		10.1136/jmg.23.6.521	http://dx.doi.org/10.1136/jmg.23.6.521								3806638					WOS:A1986F241900009
J	FERGUSON, JWH				FERGUSON, JWH			WHAT DOES POPULATION-GENETICS TELL US ABOUT COEXISTENCE OF SPARROWWEAVERS AND SOCIABLE WEAVERS	SOUTH AFRICAN JOURNAL OF SCIENCE																	Ferguson, Jan/A-5598-2011														0038-2353					NOV-DEC	1985	81	11					699	699																WOS:A1985AXX7000064
J	POWELL, JR; AMATO, GD				POWELL, JR; AMATO, GD			POPULATION-GENETICS OF DROSOPHILA AMYLASE .5. GENETIC BACKGROUND AND SELECTION ON DIFFERENT CARBOHYDRATES	GENETICS																															0016-6731						1984	106	4					625	629											17246202					WOS:A1984SK90300005
J	TAVARE, S				TAVARE, S			LINES-OF-DESCENT AND GENEALOGICAL PROCESSES, AND THEIR APPLICATIONS IN POPULATION-GENETICS MODELS	ADVANCES IN APPLIED PROBABILITY																															0001-8678						1984	16	1					27	27		10.1017/S000186780002228X	http://dx.doi.org/10.1017/S000186780002228X													WOS:A1984SH52100051
J	LUNDMAN, B				LUNDMAN, B			A CONTRIBUTION TO THE PHYSICAL-ANTHROPOLOGY AND POPULATION-GENETICS OF SWEDEN - BECKMAN,L	ANTHROPOS																															0257-9774						1960	55	1-6					268	269																WOS:A1960CGH7400015
J	EWENS, WJ				EWENS, WJ			AN OPTIMIZING PRINCIPLE OF NATURAL-SELECTION IN EVOLUTIONARY POPULATION-GENETICS	THEORETICAL POPULATION BIOLOGY																															0040-5809					DEC	1992	42	3					333	346		10.1016/0040-5809(92)90019-P	http://dx.doi.org/10.1016/0040-5809(92)90019-P								1485275					WOS:A1992KF81800006
J	OHTA, T; DOVER, GA				OHTA, T; DOVER, GA			POPULATION-GENETICS OF MULTIGENE FAMILIES THAT ARE DISPERSED INTO 2 OR MORE CHROMOSOMES	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA-BIOLOGICAL SCIENCES																															0027-8424						1983	80	13					4079	4083		10.1073/pnas.80.13.4079	http://dx.doi.org/10.1073/pnas.80.13.4079								6575397					WOS:A1983QW61000043
J	CROZIER, RH; WHEELER, SR; MOORE, CH; GUERIN, MA; HARRIS, TR; RAMSEY, PR; BRIESE, LA; MCMICHAEL, JL				CROZIER, RH; WHEELER, SR; MOORE, CH; GUERIN, MA; HARRIS, TR; RAMSEY, PR; BRIESE, LA; MCMICHAEL, JL			POPULATION GENETICS OF HEMOGLOBINS S, C, AND A IN AFRICA - EQUILIBRIUM OR REPLACEMENT	AMERICAN JOURNAL OF HUMAN GENETICS																	Crozier, Ross H/C-6773-2009														0002-9297	1537-6605					1972	24	2					156	+											5016508					WOS:A1972M254100005
J	[Anonymous]				[Anonymous]			RESEARCH IN POPULATION GENETICS OF PRIMITIVE GROUPS REPORT OF A WHO SCIENTIFIC GROUP	INDIAN JOURNAL OF MEDICAL RESEARCH																															0971-5916						1965	53	6					591	&																WOS:A19656749400014
J	Wong, W; Wenger, E; Hartl, D; Wirth, D				Wong, Wesley; Wenger, Edward; Hartl, Daniel; Wirth, Dyann			MODELING THE EFFECTS OF TRANSMISSION AND HOST POPULATION STRUCTURE ON MALARIA POPULATION GENETICS	AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE					66th Annual Meeting of the American-Society-of-Tropical-Medicine-and-Hygiene (ASTMH)	NOV 05-09, 2017	Baltimore, MD	Amer Soc Trop Med & Hyg																							0002-9637	1476-1645					2017	97	5		S		1681	521	521																WOS:000423215204396
J	De Villiers, M; Bellstedt, DU; Hughes, M; Moeller, M; Edwards, TJ				De Villiers, M.; Bellstedt, D. U.; Hughes, M.; Moeller, M.; Edwards, T. J.			Systematics, population genetics and phylogeography of the plant genus Streptocarpus in Southern Africa	SOUTH AFRICAN JOURNAL OF BOTANY																		Hughes, Mark/0000-0002-2168-0514													0254-6299					APR	2008	74	2					365	365		10.1016/j.sajb.2008.01.048	http://dx.doi.org/10.1016/j.sajb.2008.01.048													WOS:000255665200067
J	NOVORADOVSKY, A; GOLDMAN, D				NOVORADOVSKY, A; GOLDMAN, D			POPULATION-GENETICS OF MITOCHONDRIAL ALDEHYDE DEHYDROGENASE (ALDH2) IN AMERICAN-INDIAN AND ASIAN POPULATIONS	AMERICAN JOURNAL OF HUMAN GENETICS																															0002-9297					OCT	1995	57	4		S			966	966																WOS:A1995RW68700964
J	OKADA, N				OKADA, N			ON THE UNIQUENESS PROBLEM OF 2 DIMENSIONAL DIFFUSION-PROCESSES OCCURRING IN POPULATION-GENETICS	ZEITSCHRIFT FUR WAHRSCHEINLICHKEITSTHEORIE UND VERWANDTE GEBIETE																															0044-3719						1981	56	1					63	74		10.1007/BF00531974	http://dx.doi.org/10.1007/BF00531974													WOS:A1981LM31600004
J	SZEINBERG, A				SZEINBERG, A			INVESTIGATION OF GENETIC POLYMORPHIC TRAITS IN JEWS - CONTRIBUTION TO STUDY OF POPULATION GENETICS	ISRAEL JOURNAL OF MEDICAL SCIENCES																															0021-2180						1973	9	9-10					1171	1180											4359637					WOS:A1973R448200005
J	DOVER, GA				DOVER, GA			MOLECULAR INTERPLAY - ONE-STEP FORWARD, 2 STEPS BACK	TRENDS IN ECOLOGY & EVOLUTION																															0169-5347	1872-8383				MAR	1993	8	3					111	111																WOS:A1993KP12600010
J	Kanetsuki, Y; Nagata, H; Tsubaki, Y				Kanetsuki, Y.; Nagata, H.; Tsubaki, Y.			Molecular analysis of the population genetics of the Japanese White-eye in Japan	JOURNAL OF ORNITHOLOGY																	Tsubaki, Yoshitaka/E-5300-2010; Kawata, Kyoko/E-4818-2010														0021-8375					AUG	2006	147	5		1			191	191																WOS:000240313201143
C	Geada, H; Espinheira, R; Ribeiro, T; Reys, L		Carracedo, A; Brinkmann, B; Bar, W		Geada, H; Espinheira, R; Ribeiro, T; Reys, L			Population genetics of D1S80, HUMVWFA31/A and HUMF13A1 from Portugal and Goa(India)	ADVANCES IN FORENSIC HAEMOGENETICS, 6	ADVANCES IN FORENSIC HAEMOGENETICS				16th Congress of the International-Society-for-Forensic-Haemogenetics	SEP 12-16, 1995	SANTIAGO COMPOSTE, SPAIN	Int Soc Foren Haemogenet																									3-540-60492-8				1996	6						465	467																WOS:A1996BF91Q00136
J	SAUL, SH; SINSKO, MJ; GRIMSTAD, PR; CRAIG, GB				SAUL, SH; SINSKO, MJ; GRIMSTAD, PR; CRAIG, GB			POPULATION-GENETICS OF MOSQUITO AEDES-TRISERIATUS - GENETIC-ECOLOGICAL CORRELATION AT AN ESTERASE LOCUS	AMERICAN NATURALIST																															0003-0147						1978	112	984					333	339		10.1086/283276	http://dx.doi.org/10.1086/283276													WOS:A1978EX44400006
C	STAUFFER, C; LEITINGER, R; FUEHRER, E			USDA	STAUFFER, C; LEITINGER, R; FUEHRER, E			POPULATION-GENETICS OF SPRUCE BARK BEETLE IPS-TYPOGRAPHUS (COL, SCOLYTIDAE) AND RELATED IPS SPECIES	PROCEEDINGS OF A WORKSHOP ON BARK BEETLE GENETICS : CURRENT STATUS OF RESEARCH	USDA FOREST SERVICE GENERAL TECHNICAL REPORT PACIFIC SOUTHWEST				WORKSHOP ON BARK BEETLE GENETICS : CURRENT STATUS OF RESEARCH	MAY 17-18, 1992	BERKELEY, CA																														1992	138						22	22																WOS:A1992BY73U00013
J	PAGE, RE; MARKS, RW				PAGE, RE; MARKS, RW			THE POPULATION-GENETICS OF SEX DETERMINATION IN HONEY BEES - RANDOM MATING IN CLOSED POPULATIONS	HEREDITY																															0018-067X						1982	48	APR					263	270		10.1038/hdy.1982.31	http://dx.doi.org/10.1038/hdy.1982.31													WOS:A1982NU07800009
J	CURTAIN, CC; KIDSON, C; GAJDUSEK, DC; GORMAN, JG				CURTAIN, CC; KIDSON, C; GAJDUSEK, DC; GORMAN, JG			DISTRIBUTION PATTERN, POPULATION-GENETICS AND ANTHROPOLOGICAL SIGNIFICANCE OF THALASSEMIA AND ABNORMAL-HEMOGLOBINS IN MELANESIA	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY																															0002-9483	1096-8644					1962	20	4					475	+		10.1002/ajpa.1330200408	http://dx.doi.org/10.1002/ajpa.1330200408								14024338					WOS:A1962D122200003
